ordtime,sym,tsym,token,instrument,lotsize,qty,avgprice,totalprice,netprice,trantype
2023-08-08 12:15:00,CIPLA,CIPLA31AUG23C1260,106505,OPTSTK,650,2600,32.2,83720.00000000001,-83720.00000000001,B
2023-08-08 12:15:00,HEROMOTOCO,HEROMOTOCO31AUG23C3060,127605,OPTSTK,300,900,95.0,85500.0,-85500.0,B
2023-08-08 12:15:00,DIXON,DIXON31AUG23C4850,38513,OPTSTK,200,400,206.05,82420.0,-82420.0,B
2023-08-08 12:15:00,ABFRL,ABFRL31AUG23C200,66961,OPTSTK,2600,13000,6.8,88400.0,-88400.0,B
2023-08-08 12:15:00,GODREJCP,GODREJCP31AUG23P1010,115686,OPTSTK,1000,5000,19.25,96250.0,-96250.0,B
2023-08-08 12:15:00,CUMMINSIND,CUMMINSIND31AUG23P1740,111181,OPTSTK,600,1800,43.8,78840.0,-78840.0,B
2023-08-08 12:15:00,ADANIPORTS,ADANIPORTS31AUG23P780,69970,OPTSTK,800,3200,27.5,88000.0,-88000.0,B
2023-08-08 12:15:00,SIEMENS,SIEMENS31AUG23P3750,142467,OPTSTK,275,825,118.5,97762.5,-97762.5,B
2023-08-08 12:15:00,BALRAMCHIN,BALRAMCHIN31AUG23P395,92408,OPTSTK,1600,9600,10.0,96000.0,-96000.0,B
2023-08-08 12:16:00,CIPLA,CIPLA31AUG23C1260,106505,OPTSTK,650,2600,32.2,83720.00000000001,83720.00000000001,S
2023-08-08 12:16:00,HEROMOTOCO,HEROMOTOCO31AUG23C3060,127605,OPTSTK,300,900,95.15,85635.0,85635.0,S
2023-08-08 12:16:00,DIXON,DIXON31AUG23C4850,38513,OPTSTK,200,400,205.45,82180.0,82180.0,S
2023-08-08 12:16:00,ABFRL,ABFRL31AUG23C200,66961,OPTSTK,2600,13000,6.8,88400.0,88400.0,S
2023-08-08 13:15:00,ADANIPORTS,ADANIPORTS31AUG23P770,69967,OPTSTK,800,4000,24.7,98800.0,-98800.0,B
2023-08-08 13:15:00,SIEMENS,SIEMENS31AUG23P3750,142467,OPTSTK,275,825,113.35,93513.75,-93513.75,B
2023-08-08 13:15:00,BALRAMCHIN,BALRAMCHIN31AUG23P395,92408,OPTSTK,1600,8000,11.0,88000.0,-88000.0,B
2023-08-08 13:38:00,CUMMINSIND,CUMMINSIND31AUG23P1740,111181,OPTSTK,600,1800,44.0,79200.0,79200.0,S
2023-08-08 13:55:00,SIEMENS,SIEMENS31AUG23P3750,142467,OPTSTK,275,1650,102.0,168300.0,168300.0,S
2023-08-08 14:01:00,ADANIPORTS,ADANIPORTS31AUG23P780,69970,OPTSTK,800,3200,26.95,86240.0,86240.0,S
2023-08-08 14:01:00,ADANIPORTS,ADANIPORTS31AUG23P770,69967,OPTSTK,800,4000,22.2,88800.0,88800.0,S
2023-08-08 14:15:00,RECLTD,RECLTD31AUG23C217.5,54723,OPTSTK,8000,8000,6.75,54000.0,-54000.0,B
2023-08-08 14:15:00,DIXON,DIXON31AUG23C4900,45724,OPTSTK,200,400,207.05,82820.0,-82820.0,B
2023-08-08 14:15:00,GODREJCP,GODREJCP31AUG23P1000,115684,OPTSTK,1000,5000,18.0,90000.0,-90000.0,B
2023-08-08 14:16:00,RECLTD,RECLTD31AUG23C217.5,54723,OPTSTK,8000,8000,6.75,54000.0,54000.0,S
2023-08-08 14:16:00,DIXON,DIXON31AUG23C4900,45724,OPTSTK,200,400,208.05,83220.0,83220.0,S
2023-08-08 15:03:00,GODREJCP,GODREJCP31AUG23P1010,115686,OPTSTK,1000,5000,20.7,103500.0,103500.0,S
2023-08-08 15:03:00,GODREJCP,GODREJCP31AUG23P1000,115684,OPTSTK,1000,5000,15.9,79500.0,79500.0,S
2023-08-08 15:15:00,RECLTD,RECLTD31AUG23C217.5,54723,OPTSTK,8000,8000,6.45,51600.0,-51600.0,B
2023-08-08 15:15:00,CIPLA,CIPLA31AUG23C1270,106509,OPTSTK,650,3250,30.6,99450.0,-99450.0,B
2023-08-08 15:26:00,RECLTD,RECLTD31AUG23C217.5,54723,OPTSTK,8000,8000,6.7,53600.0,53600.0,S
2023-08-08 15:26:00,CIPLA,CIPLA31AUG23C1270,106509,OPTSTK,650,3250,31.1,101075.0,101075.0,S
2023-08-08 15:26:00,BALRAMCHIN,BALRAMCHIN31AUG23P395,92408,OPTSTK,1600,17600,11.0,193600.0,193600.0,S
